Anime_ID|Synopsis
16123|A little girl named Kohina ends up summoning a Kokkuri-san, a lower-ranking ghost in Japanese folklore. The Kokkuri-san she calls ends up being a white-haired handsome, young man. Although he had intended to merely haunt her at first, he becomes worried about her terrible eating habit of cup ramen for every meal, so he decides to haunt her in order to protect her.
6601|One night, Kazuki Muto jumps in to try to save what he thinks is a girl in distress from a monster and instead gets impaled through the heart. The girl, Tokiko, is actually an alchemic warrior with a Busou Renkin, name of Valkerie Skirt, with the mission to exterminate Homunculi. She implants the only other successful work of alchemy than the Homunculus, the Kakugane, to take the place of Kazuki's heart. The Kakugane resonates with his fighting spirit and forms a Busou Renkin (in his case a spear) so he can fight the Homunculus monsters who prey on humans. Kazuki joins with Tokiko to battle with the Homunculi and protect his friends and his sister Mahiro.
294|Inu-Yasha has mastered the ultimate attack of the Tetsusaiga and continues his battle for the Shikon Jewel shards with Kagome, Shippo, Sango, and Miroku. Unfortunately, a freak occurance with a jewel shard has brought to life an incarnation of a demonic enemy sealed by Inu-Yashas' father. Inu-Yasha must surpass his father and destroy this demon or every soul in Japan will be consumed.
14923|"One day, idols Ami & Mami Futami bring back a little something they found on the street to the 765Pro agency. That something was ""Afuu"" and ""Yukipo"", teeny creatures that looks almost exactly like Miki and Yukiho, except petit and pudgy. Although they started with one, pretty soon a barrage of ""Puchidols"" start flowing into the office, and things get lively."
504|Hasukawa Kazuya is in a terrible bind. His brother's new wife is also the woman that Kazuya secretly loves. Determined to avoid them both, Kazuya leaves home to live in the student dorm called Greenwood. There, he hopes to find peace of mind. Unfortunately for Kazuya, stability and peace are the last things one might find at Greenwood - home of the weirdest characters on campus.
217|The war against the Tokugawa Shogunate ended years ago. But there are some who are not happy with the outcome. Takimi Shigure watched his friends and family get cut down in the name of freedom and prosperity. Now he and a band of desperate rebels have sworn to settle one final score. Only one man stands in their way: Kenshin Himura. But when Shigure discovers Kenshin's true identity as the Hitokiri Battōsai, his fight becomes a personal vendetta.
14165|"Hamaji is a strong and independent girl who lives alone in a mountain. Surviving as a hunter just like her grandfather, she one day receives a letter from her brother who lives in Edo. He wants her help in hunting ""fuse"", half-human half-dog beings who consume human souls. Reaching the big city, she gets lost and ends up meeting Shino, a fuse."
17706|"The fictional Japanese city named Sugomori City is built on reclaimed land. But as the years go by, the city's population is decreasing. One day, Sonosaki tells her classmate Katsuhira: ""You have been selected to be a Kiznaiver."" The Kizuna System, which allows Katsuhira to share his wounds, connects him to the classmates whose lives and personalities completely differ from his. The Kizuna System is an incomplete system for the implementation of world peace that connects people through wounds. All those who are connected to this system are called Kiznaivers. When one Kiznaiver is wounded, the system divides and transmits the wound among the other Kiznaivers."
12180|After a mysterious prisoner with only a few weeks left on his sentence breaks out of prison in Central City, the Elric brothers attempt to track him down. The search leads them to Table City in the southwestern country of Creta, where Alphonse rescues a young alchemist named Julia from the very man they are trying to capture. In the thick of the fight, they literally tumble into Julia's home turf, the slums of Milos Valley, and are embroiled in the grassroots rebellion of her people.
5913|A young girl, after looking through a fashion magazine, decides to go to Paris. For that, she'll need a portable airport.
7232|A high school girl Morita Yukari visits Axia of the Solomon Islands in order to look for her father who became lost during his honeymoon trip. There, she meets a man named Nasuda of Solomon Space Agency, and she is hired to work part-time. That job is – an astronaut.
11928|In a far distant future, Drossel von Flügel is the royalty of a mechanized civilization living at Tempest Tower with Gedächtnis, her loyal servant. Despite being at war with humans, neither seems to be very concerned about it.
11329|"Kaito Kuroba is a normal teenage student whom loves being a magician and showing off to his classmates. His father dies in an accident 8 years prior and later finds out it was because of his fathers double life. Kaito finds out his father was a famous international criminal known as Kaitou Kid the Phantom Thief and that he was murdered by a mysterious organization for refusing to aid them in retrieving the ""Pandora Gem”. He vows to prevent the organization from gaining the gem and assumes his father's secret identity as kaitou kid."
14247|Yuto and Haruka are looking forward to spending time together on a school trip. However, Shina finally works up the nerve to tell Yuto she has feelings for him. This event drives a wedge between Haruka and Yuto and forces them to confront how they feel.
10051|On their first day of high school shy Ayumi Nonomura and taciturn Tatsuki Iizuka become lost on the immense campus of Kamizono Academy. An irresistible force of nature named Torako Kageyama accompanied by her best friend Suzume Saotome appears in front of them. Led, sometimes pushed, by Torako, the girls and their classmates work through problems of school, home and adolescence.
10415|"This story takes place before the previous season, when Phoron and the rest are still studying in the Commandia Academy. Story revolves around the four immense ""Sousei Gakkis"" that is used for the creation of the world."
16590|
6821|Yuji and Shana's class go on a trip to see various temples and shrines, followed by a trip to a hot springs resort. During the trip, Matake Ogata tries to tell Eita Tanaka her feelings for him, but various complications and hijinks occur that prevent her from doing so.
5560|"Stolen from the famous ""secret"" Air Force base, Area 51, Lupin's most recently stolen treasure holds a secret. Four ""Bloody Angels,"" the toughest women Lupin has ever faced, want the treasure for their own terrorist purposes. Meanwhile Zenigata teams up with a female police officer to hunt Lupin and the terrorists down."
6952|"Immediately after Ryuuji Takane won the Champion Carnival, the U.S. Junior Champion Black Shaft appeared, and challenged the best Japan has to offer, just before the World Tournament is about to happen. Now Ryuuji, Takeshi Kawai, Kazuki Shinatora, Ishimatsu Katori, and Superstar Jun Kenzaki have to prove to not only Black Shaft, but the world, that they are truly world-class boxers before the World Tournament starts. But Shaft is not recruiting boxers for his challenge, but instead gets a life-timer criminal from Death Row, the leader of the Great Angels, one of the toughest gangs in America, a mysterious woman, and the ""Dark Emperor of the South"". Also, Shaft negotiates with Don Juliano, the Italian Junior Champion, just in case..."
15286|Three short stories, each focusing on one of the Takanashi siblings. In the first, Sora and Raika try to ply a prank on Miu. In the second, Miu dresses up her neighbour, Shiori. In the third, Hina wanders into town on her own.
8151|Due to family troubles, Ren Uesugi and his sister, Mihato, leave their home. They end up moving to the city but find themselves with a lack of money. Somehow they are able to find work in the form of the Kuonji family's mansion, being employed as servants to the three sisters of the Kuonji family: Shinra, Miyu, and Yume. Being a servant also associates Ren with the mansion's additional servants and the Kuonji sisters' friends.
6582|When Yoshinaga Futaba wins the first prize in a lottery, the prize turns out to be a stone gargoyle. More surprising yet, the gargoyle turns out to be alive.
17911|An anthology collection of short slice of life stories, such as a young man beginning his journey to become a chef, two girls who wanted to become friends in high school but couldn't, and a ghost back among the living during the Obon summer festival.
17448|Aomori, Japan. In a land blessed by nature's bountiful beauty, bizarre things begin to take place. Makoto Kowata, 15 years old, is a professional witch. She left Yokohama with Chito, her black cat, to live in the house of her relatives in Aomori. This is where she begins to train as a witch. Even though Makoto's powers are still limited to just flying through the sky, she and her second cousins Kei and Chinatsu surely make the most out of each and every day.
404|"This is the story of child Rui Diaz de Vivar (the feared enemy of the Moors also know as ""El Cid"") on his quest to see the king of Castilla, to become a knight."
7986|"This is simply the OAV summing up the major events and battles of ""Initial D 4th Stage"" much like the ""Initial D Battle Stage"" original summed up the first 3 seasons. Additionally, has 2 extra battles from the manga that were not incorperated into the original 4th Stage."
1491|Hikari is a young school girl who dreams of becoming a great champion in the sport of rhythmic gymnastics like her idol, Diliana Gueorguiva. Despite all her setbacks while performing, she works hard and with the help and support of Takaaki Oiishi (the best male gymnast of her school) soon becomes a member of the rhythmic gymnastics team in her school. She develops feelings for Oiishi, but she is not the only one—Bazuki Shiina, the best gymnast in the entire school, also has feelings for Oiishi. Soon a friendship between Hikari and Shiina develops, but also a rivalry as well in the sport and for the love of Oiishi. Hikari is also torn between her feelings for Oiishi and her conflicting feelings for Mao Natsukawa, an old childhood friend, who is also the lead singer of the band called Mr. D. He composes the music she uses while performing, and has been developing feelings for her since childhood.
1414|HIGHSCHOOL KIMEN GUMI, THE GANG OF THE FUNNY FACES: This is the story of five students who make up a crazy and unique group (the gang of the funny faces) and, in an incredible twist of luck, they befriend the cutest girl in school. Of course, they will enter into competition with many groups in their school, where teachers are tricky and sometimes clueless, where they can still defy the laws of nature to win sports tournaments and where you can still be childish. Anything could happen in this high school.
12042|A young boy enlists the help of Gourmet Hunter Toriko to help him rid his village of the giant beast plaguing them.
15792|"The girls of the ""groping for ideas club"" continue their search for non cliché club ideas, while keeping up with their usual antics in the process."
10923|Leo is a white lion cub, the son of the jungle emperor Panja. Leo is kind to other animals, a bad hunter and afraid of jumping over crevices. This causes the prey and other animals to ridicule him and his father who likes humans. Koko, a female bird, is the only one who believes in Leo. Leo and all the other animals live on a fake island created by humans to save the nature. This project is lead by Director Ooyama (male) and Professor Hikawa (female). Ooyama also brought his son, Ken'ichi, who can talk with animals, but noone believes that.
15008|Tomoko Kuroki is about as socially dysfunctional as it is possible for a first year high school girl to be. We start the story when she realizes she has attended high school for three months without even talking to anyone at all. Not all is lost, however, since she is irrepressibly optimistic about her chances to turn it around and live a fulfilling high school life.
15513|Having learned the true nature of the Sybilla System, Akane Tsunemori chose to obey the system, believing in both humanity and the legal order. She's part of a new police section and spends her everyday life facing down criminals. Unbeknownst to Akane, however, a monster who will shake the system to its core is about to appear before her.
2134|After defeating Desler, the crew of the Yamato go their separate ways. The Earth is finally beginning to rebuild itself, till Shima and Sanada pick up a transmission from a woman named Theresa about a white comet which destroys everything in its path. Carrying out mutiny, Yamato launches from Earth to face an enemy, against which even the Wave Motion Gun is of no use.
16247|Kaoru is a serious office lady who's passionate about her job. Her husband Hajime, on the other hand, is a hard-core otaku who lives a nearly shut-in lifestyle. Kaoru worries about her husband, but they get along better than you'd think.
6743|A member of the Time Patrol finds out that there is a disturbance in Japan, 1570. While heading to that particular time and location to investigate, she is attacked and ends up stuck underground the Nohara residence in the end of the 20th century Japan. Having limited resources at hand, she is forced to ask for the help of the Nohara family. Together they go back in time and meet with a samurai named Fubuki-maru who believes that they are the legendary three persons and dog whom someone from her family would eventually meet in a crucial moment. The lonely samurai asks for their assistance in defeating the man that possesses strange magical powers, the sinister Unkokusai lord.
14938|"Twenty two years ago, the legendary pirate, Gold Roger was executed. His final words told that his treasure known as ""One Piece"" was hidden somewhere on the Grand Line. This started the Age of Pirates. Now, twenty two years later, seventeen year old Monkey D. Luffy desires to find One Piece, and become the Pirate King. But to do this, he needs a crew. <em class=de-emphasized>(from manga)</em>"
15759|Disowned by his father, Jugo Yama has run away from home to the island of Nanae. He begins to live by himself, only to discover his room is haunted by the ghost of Nanana Ryugajo. She was murdered ten years ago, and her killer must be found before she can rest in peace. Before her death, Nanana collected things from all over the world and hid them throughout the island. Using the mysterious powers of these hidden items, they should be able to find the culprit. As Jugo begins his hunt for her collection, however, he discovers he's not the only person searching.
551|James McGuire has a dream. He wants to become the president of Guinam and free his people from the military rulers who have been in power up until now. However, one thing stands in McGuire’s way – his past. And it’s beginning to catch up with him, endangering not only his career, but the life of his long lost daughter. McGuire hires the City Hunter, Ryo Saeba and his partner Kaori to protect his daughter Anna, who herself is a Secret Service agent assigned to bodyguard the presidential hopeful.
1809|In search for Araki Genzo, George Kodama finds himself in the small town of Kimujuku. George quickly realizes that he is unwelcome and is warned to leave as soon as possible. With two rival syndicates roaming the streets and a dark violent past, the town of Kimujuku isn't what it appears to be. George challenges the town of Kimujuku in order to reveal the towns dark hidden past and discover the truth.
94|The end of the 100 year war between the planets Bavalant and Melkia does not allow Melkian soldier Chirico Cuvie a moment of peace. His accidental involvement in a clandestine mission places him in danger, requiring him to escape and attempt to survive on what is left of his war-torn homeworld.
11688|Sonoko is writing the script for a charity-related play: a murder case takes place and the high school detective Suzuki Sonoko appears out of nowhere to solve it. There is only one problem, the script is unfinished, and Sonoko has no idea who the murderer is, and why the crime was committed. The play will be performed next week. But with all the other necessary preparations going on, the script needs to be done today, and Sonoko plans to use the expertise of a real detective, like Kogorou, to finish it. Ai finds serious flaws in the deductive chain of the plot. And so Ran decides to call Kogorou, who comes up with the exact same hair-raising idea Sonoko already uses in her script. In desperation Ran asks Shin'ichi for help with the script. Luckily the Detective Boys are also there to help out.
1516|When Prince Siegfried spots a beautiful swan with a crown on its head, for some reason he feels compelled to follow it. He discovers that the swan is, in fact, a princess named Odette, who is under a wizard's curse that causes her to become a swan by day. The wizard, Rothbart, wants to keep Odette to himself, and the only thing that can break the spell on Odette is a man who truly loves her, with all his heart and soul . . .
11398|Rin Azuma is a jiangshi (Chinese vampire-zombie) yokai resident of Sakurashin adjusting to her new life in the city and working for a ramen shop. One day her former friend Zakuro Kurumaki invades Sakurashin to capture Rin and convince her to join her in destroying the city with the other yokai hunters as well as Enjin Hiizumi, the main antagonist of the series. Akina Hiizumi and the other members of the Hiizumi Life Counseling Office take action to save Rin, 'tune' the yokai controlling Zakuro and protect the city.
16718|The world of voice acting is seen through the eyes of Futaba Ichinose, Ichigo Moesaki, and Rin Kohana, three rookie voice actresses.
4811|"For the 73rd class of cadets of the Defense University of the small planet Kibi, a shakedown cruise on the fleet's new starship ""Amaterasu"" is a fitting lead-up to graduation. As they are returning to their home planet, however, they are shocked to hear news of a declaration of war by the aggressive Kingdom against Kibi. When their planetary government surrenders without a struggle, the cadets decide to launch their own war, aboard the ""Amaterasu"". To gain funding, they make a deal with a galactic news network - and find themselves the ""stars"" of their own ""reality show"". Unfortunately, this is the kind of reality show that can get you killed..."
738|The inhabitants of the village of Biaz, forced to labor in the serivce of the world-domination-happy Zein organization, hires Lina Inverse and Naga The Serpent to drive off the invaders. Lina and Naga agree, lured by stories of Elfin treasure sleeping below Biaz, only to get considerably more trouble -from the Zein and from the treasure - than they ever expected.
7320|Mocha and her two companions are adventurers for hire. Unfortunately, their quest for wealth is hampered by their inability to finish a job. Just as they are going broke, Mocha contracts to steal a mystic dragon's head from the secluded temple of fire. When the trio finally escapes with the head, it speaks, offering a fortune for abandoning the contract and taking it to a different temple. Mocha readily agrees. They soon find themselves fighting their employer to prevent the end of the world.
12727|About 4 friends, twins Yuta and Yuki Asaba, the cute and girly Shun Matsuoka, and the class head Kaname Tsukahara, who have known each other since kindergarden. When a half-Japanese transfer student named Chizuru Tachibana joins their group, he brings a new dynamic to their friendship.
219|"In what is essentially a Seiyū (or voice actor) parody take on ""Super Sentai"" / Power Ranger style shows, five heroes clad in red, gray, moss green, sepia and salmon pink must defend the world from – GASP – invading aliens."
16607|"The first part of OAV called ""Loss"" stars Miyamoto Yuri who lost her glasses and her friends, Ichijō Raku and Onodera Kosaki who decided to help her search for them. As the search continues, the romantic tension between Ichijō and Onodera seems to be growing. In the OAV's second part called ""Shrine Maiden"" Ichijō experiences a large income of bad luck and his friends, Onodera, Chitoge, Mariko and Tsugumi are determined to exorcize it out of him by any means necessary."
4920|Armed with a metal sash that straightens into a sword, lanky swordsman Van is traveling through the desert, searching for the mysterious clawed man who killed his bride. Along the way he picks up a fellow traveler: Wendy, a young girl whose town he saves from bandits by summoning a mecha with his sword. Wendy is searching for her missing older brother, whose engraved gun she carries on her back. In their mutual quest they run afoul of more bandits and villains, a mysterious woman named Carmen99, and more mecha battles a la Wild West.
11400|"The actors hired to perform Hamlet for the Fantom Company's children charity concert have encountered an accident on the high seas. With the actors not being able to make the event on time, Fantom Hive's president, Ceil Phantomhive, must now take matters into his own hands and put on a performance worthy of the Phantomhive name. To accomplish this feat Ceil and his friends and his mansion staff take the place of the actors to salvage the concert. Among Ceil's friends that volunteer to aid in this endeavor are Undertaker, Prince Soma, Agni, Elizabeth, Griel Sutcliff, Lau, and Lan Mao, as well as all the regular characters. Although many difficulties are faced, a grand concert is performed through the efforts of Ceil and his butler, Sebastian Michaelis, because after all, ""He is one hell of a butler."""
16549|Frieza is revived by two evil villains. He brings back his whole army with him. After training for four months in hell Frieza is now stronger than Mystic Gohan in his first form.
11690|
1185|"A humorous take on the day-to-day life of a ""normal"" Japanese family. The family in question is the Tachibanis, consisting of a housewife mom, a salary-man dad, and teenager siblings Yuusuke and Mikan."
6975|In the future, mankind will venture to the far reaches of the cosmos using technologically advanced trains. The fleet of the Galaxy Railways transports countless galactic citizens from one exotic planet to the next, protected by the Space Defence Force, or SDF, the elite force protecting the Railways Fleet against terrorists, meteor storms and malicious alien life.
4089|Nube fights a demon who resides inside walls, confronts a young spirit who wants her harmonica back, and in the end he must battle a powerful demon named Zekki - brother of Baki, demon that resides within Nueno.
5894|Five years ago, Daiya Tsuwabuki went on a fishing trip with his father, when giant monsters attacked them. While he was saved by a mysterious group of people, his father went missing. In the present, Daiya believes that the monsters were real & that his missing father is still alive, despite the disbelief of others. All of a sudden, monsters similar to the ones in Daiya's past began to attack the city. In the process, he meets Gaiking, a giant mech. Daiya eventually gets into Gaiking, and defeats the monster. However, he soon finds out that the owners of Gaiking are the Daikû Maryû, the same group that rescued Daiya five years ago. Soon afterwards, Daiya joins the group in their mission to enter the underground world known as Darius in order to prevent the monsters from taking over the outside world, as well as to find his father.
3446|During the Summer holidays, Gash and gang decide to head for Fuji Mountain for a picnic gathering. There, they encounter a girl with a white magical book. Her name is Kotoha and her book has a message saying that Gash's mother is located a cave in the forest. However, when they eventually found the cave, there was already a blond-haired youth by the name of Wiseman. In order to rescue Wiseman, Gash and the others attempt to proceed into the depths of the cave and stumble upon the entrance to another world. Soon later, the strongest warrior, the Black Knight, appeared before them. Thinking that Gash was the one who stole the 101th magical book, the Black Knight started to attack them. Gash and Kiyomaro have to find the real criminal in exactly 24 hours, or else they will be stuck in the alternative world forever.
6829|Sara Werec comes from a respected military family and when her brother Ralph leaves for the frontlines of an interstellar war she makes a promise to follow in his footsteps and join him one day. However the next time she sees her brother he has become a traitor and is leading an enemy attack on her training base. Defeated and disgraced, Sara loses her status in an elite military unit and now must start over as a common pilot and work her way back up so she can once again confront her brother.
15295|Long ago, there lived an evil being who reigned over the world through fear, called Satan Rchimedes. He invaded the human world with his many demon underlings, spreading madness and chaos everywhere. One thousand years ago, this menace was sealed by the hero Creation, and peace returned to the world.
15246|
1396|Kona is a boy with a friend: a pink dragon named Serendipity with a kind nature. Together, they want to stop an evil captain who tries steal gold from their peaceful island.
12541|You Sato is a new high school student living in the dorms. While seeking cheap eats at the local market he finds himself beat up and semi-conscious with fleeting glimpses of a girl during the moments of his collapse. As his memories recover the next day, he discovers that trying to purchase half priced lunchboxes can be hazardous to his health as free-for-all fights with local students for the discounted food is the nightly routine. The girl from the night before, Sen Yarizui, is an upper classmate known as the Frozen Witch and is one of the local Wolves who dominates the area. She educates him on the rules of the game where Wolves eat well while Dogs settle for cup ramen. With fellow first year student Hana Oshiroi, a fetishistic germaphobe, You Sato sets out to discover if he too has what it takes to be a Wolf and taste the sweet victory of half priced boxed banquets or wallow in the bitter defeat of reconstituted noodles and salty broth in a styrofoam bowl.
3170|
6576|"It's been three months since the Sacred Sword War ended, & Kojiro and Ryoma are nowhere to be found. Back at the villiage of the Fuma clan, a group calling themselves the ""Shinsei Fuma clan"" forms, calling for an end to the clan of old... And those who are not with them are considered the enemy."
16305|Seeking for revenge, Count Saazbaum, a Martian, attacked the Earth. Later on, the war between the Terrans and Martians ended with Earth's Terrans gaining the victory. However, nineteen months later, the battle between them continues. Martians still continues to invade the Earth and the Terrans to protect it.
508|Two years after the events in Galaxy Express 999, Earth has become a battleground. Tetsuro, older and fighting the Machine People, rejoins Maetel aboard the GE999.
5840|An imaginative Chinese boy finds a futuristic device that can make his own drawings come to life. After discovering the device the town he lives in is about to be invaded by spaceships and machine of mass destruction that are all centuries ahead of Earth's time.
14857|Kyōsuke Hyōbu, an ESPer who was betrayed many years ago is now one of the most powerful ESPers, and also a fugitive. However, behind that glare lies a kind heart- His main mission is to save ESPers who are mistreated by humans, even if that be by force. Through his methods, he has saved many ESPer lives, and gained the loyalty of those he has saved. The name of his group: P.A.N.D.R.A.
4228|The mysterious island of Houraijima has reappeared after 50 years, and with its reappearance has brought the attack of four gods, the Shitoushin, who have their eyes set on the powers that protect and sustain the island. Now it's up to Inuyasha and his friends, along with Sesshoumaru, to find a way to defeat the powerful Shitoushin.
2077|The story concerns an American boy named Cedric Errol (more fondly known as Cedie[1]), who at an early age finds that he is the sole heir to a British earldom and leaves New York to take up residence in his ancestral castle. After some initial resistance, he is joined by his middle-class mother, widow of heir James Errol. His grandfather, the Earl of Dorincourt, intends to teach the boy to become an aristocrat, but Cedie inadvertently teaches his grandfather compassion and social justice, and the artless simplicity and motherly love of dearest warms the old man's heart.
77|In a world of only males, they have created female looking marionettes (androids). A handful of them have been given special 'hearts' called maiden circuits that give them emotion and human personality. Three of these are found by Otaru, and they soon are caught up in a war against Lord Faust and his 3 'human' marionettes.
16654|
2763|Tetsunosuke Ichimura has always been upset about his short stature. After he sees his parents being murdered by a Choushuu assassin right in front of him, he vows with all his heart to become strong enough to take revenge on their killer. It is now 1864, the first year of Genji. Tetsunosuke, now 15, heads to the headquarters of the Shinsengumi with his older brother Tatsunosuke, looking to join the historical group to fulfill his dreams of getting stronger. Little does he realize what he is about to experience by doing so, for in order to join this army, one must forego his humanity and become a demon.
17150|Kuro, the demon cat gets angry with the family and run away.
4914|Having failed the Comet Blaster exams mysteriously, Mikaze and her friends are sent back to the base. Although now 3 new trainees have arrived and they are promoted to instructor positions. Meanwhile more comets are on their way to Earth and the mysteries behind the rift in the Cosmic Emergency Management Agency as well as the alien parasites begin to unravel.
6189|"The hero Nike and magic user Kukuri learn of the ""Pickle of Happiness"", an item that will grant a wish to the one who eats it. With the help of old friends, they must beat the monsters to the Pickle and convince its guardian dragon to give it to them."
2269|"The gang is traveling along when they find a girl in need. Of course, they all can't resist going after her. This girl isn't all that she seems... her motive or her ""humanity"".... and soon the whole gang has Sanzo's past on their hands and one certain young boy who can keep a grudge for decades..."
9087|Based on a series of light novels written by Tanaka Yoshiki. The story revolves around Ryōko Yakushiji, a brilliant 27-year-old elite investigator with the Tokyo Metropolitan Police. Together with her subordinate Junichirō Izumida, the two often investigate bizzare and supernatural cases. In addition with the paranormal, Ryōko also has a longstanding rivalry with Yukiko Muromachi, another talented police investigator.
5026|Raoh, a master of the fighting style Hokutou Shinken, is making his way for World domination. For this purpose, Raoh must defeat his biggest enemy who is also his little brother and another Hokutou Shinken disciple. The story is about a catastrophic future in which most of the World, resources of Earth are destroyed after a nuclear war. This movie summarizes and originates from some part of the series Hokutou no Ken.
12270|This anime is based on Takenashi Eri’s Take Moon manga and commemorates Type-Moon’s 10th anniversary. Various characters from Type-Moon’s works such as Kara no Kyoukai, Fate/Stay Night, and Tsukihime are featured in this.
1290|Miyu is an 8th grade girl, whose parents have been hired by NASA. They take off to America leaving Miyu with Mr. Saionji. Later, Mr. Saionji decides to go on a 1 year long trip to India leaving Miyu alone with his son, Kanata. More complications rise when an Alien baby and his babysitter pet crashes/lands in their house. To make things worse, alien baby starts calling Miyu and Kanata Mom and Dad, also showing ESP power and floating around.
11845|Irvine Lester is an AT repairman. In order to make a living with his sister, he is secretly fighting in AT gambling matches and intentionally losing the games for money. But the other fighters find out about his excellent AT maneuvering skills and demand a real match.
15416|
10587|The series, which is also called Hekiyō Gakuen Seito-kaigi Jiroku (The Records of the Hekiyō Academy Student Council’s Activities), revolves around a private high school whose student council is chosen entirely by popularity vote. Because of this, Ken Sugisaki is the only male representative, in the otherwise all bishōjo student council, that may enter the “sacred sanctuary” of the council’s meeting room. At the behest of Council President Kurimu Sakurano (pictured at right), Sugisaki records the minutes of the council meetings, which devolve into daily conversations about the students’ lives and interests.
6468|Hyoutei Gakuen's strange (but impossibly wealthy) captain Atobe Keigo decides to throw a giant party for his friend and teammate Kabaji. He invites both friends and rivals. Together they participate in many different sports and events: dancing, swimming, soccer, a relay race, a haunted house, and more.
9012|"Nogizaka Haruka no Himitsu centers around Yūto Ayase and Haruka Nogizaka. Yūto is seemingly ordinary, but Haruka is attractive, intelligent, and rich, which prompts other students to idolize her and even give her French nicknames like ""Nuit Étoile"" (The Silver Star of the Night) and ""Lumière du Clavier"" (The Shining Princess on the Piano). One day, Yūto wanders into the school library in order to return a book and accidentally stumbles upon Haruka's deepest, darkest secret: she is a diehard fan of anime and manga, in other words, a regular otaku. Promising Haruka to keep this a secret, Yūto becomes her advisor and confidente of some sort and hangs out with her more, though earning some viciously envious glares from his fellow schoolmates."
736|"In these three self-contained half-hour stories, Lina Inverse and her partner, Naga The Serpent, take on a variety of jobs for quick cash, food, and/or their own skins. The first episode, ""The Scary Chimera Plan,"" pits them against a lunatic magician who intends to use Lina to create a fearsome, spell-slinging monster. Then, in ""Jeffry's Knighthood,"" they're hired by an overprotective mother to see that her son - a young man barely capable of holding a sword - becomes a respected knight, by ""helping"" him fight off the marauding soldiers terrorizing the area. Finally, ""Mirror, Mirror"" puts the two in a race to hunt down and capture (for bounty, of course) a rogue sorceror who's found an ancient artifact that can create loyal duplicates of anything or anyone, including his enemies."
16135|"It has been seven years since Sei Iori won the 7th Gunpla Battle Championship World Tournament. Gunpla Battle is now more popular than ever, with new rules and new ways to battle. Fumina Hoshino is the president of the Gunpla Battle Club at Sei's old school, Seiho Academy, and a big fan of the game, but unfortunately, she cannot attend the upcoming All-Japan Gunpla Battle Championship tournament without a three-person team. Desperate to participate, she meets transfer student and young martial artist Sekai Kamiki, as well as a young Gunpla builder named Yūma Kōsaka. The three decided to join up to form Team ""TRY FIGHTERS"", a new team of Gunpla builders and fighters that will together face the challenge of winning the tournament."
11687|One day Conan has a fever when Haibara calls him. She lets him test the new antidote for APTX 4869. Conan turns back into Shinichi, but things seem a little weird. Shinichi realizes he's forgotten his memories for the last 10 years and learns that he hasn't been able to defeat the Black Organization and that he is still Conan, now only 17 years old. He's shocked when he hears that Ran has decided on Araide-sensei's proposal. He runs out to search for her and tell her the truth.
2573|"When Saga - now 15 years old - arrives at her home after a day of errands, her grandmother Regina discovers an old dress in the attic. At this point, Saga recalls the time her elementary class participated in a play titled ""Princess and Fairy."" She volunteered to play the role of the Princess while her rival Greta played the evil witch. The production of the school play reminded Sugar and the other fairies of the time ""The Bear Pianist"" played in the town not too long ago."
2199|Set several years after the original series, Kenshiro returns to the battlefield when his former travelling companions Bat and Lin, now leaders of the Hokuto Army, are at war with the corrupt Celestial Empire controlled by Jakoh. Kenshiro faces against the masters of Gento Koken, who are being coerced to do Jakoh's evil bidding. The setting later changes to the ancient Land of Shura, the birthplace of the Hokuto, Nanto and Gento styles, where Kenshiro must face agaisnt the masters of the Hokuto Ryuken style, a style derived from the same clan as Kenshiro's Hokuto Shinken.
1819|Ayumu Narumi's older brother Kiyotaka, a renowned detective and piano player, disappears all of sudden. The only clue Narumi has, are the Blade Children. Two years later a row of murders and incidents begin, relating to the Blade Children. Together with school journalist, Hiyono Yuizaki, Narumi tries to figure out their destiny.
11444|Packy and Botasky are members of a private military company, a new form of mercenary system. Somewhere on a desert region, they are on a rescue mission and due to the circumstances they must enter combat immediately.
16807|Eri, a girl who likes to stay indoors, meets a mysterious but enthusiastic transfer student named Haru. Eri used to love to sing and Haru loves Eri's singing. The story follows the two during one summer of their high school life as their love sometimes overlaps and sometimes passes by each other.
16623|"In the crime-ridden, mafia-governed city of Ergastulum, Worick and Nicolas are two ""handymen"" known as ""Benriya"" who would take any dirty job from either police or mafia -- for a good price. After an assignment from police the two met and later joined by Alex, a former prostitute who got interested in the mysterious background of the team, in particular of Nicolas' abilities."
1412|Scamper is a penguin who loves to explore. With his friend Snowflake, he has wonderful adventures. Together they discover the wonders of their world from a puppy called Cowboy and his owner, a scientist who is studing the Antarctic environment. They also discover, when they get stranded far from home, that not everything in their world is friendly. Yet with luck and the brave Scamper in the lead anything can happen.
1007|In one of their epic battles, the Mazinger Team suffers a crushing defeat at the hands of Dr. Hell and his minions after Mazinger Z is stolen and its pilot, the legendary Kouji Kabuto, is rendered missing in action. Just when Dr. Hell's second-in-command Baron Ashura uses Mazinger Z against our heroes, Kouji makes a surprise return in Mazinkaiser—an all-new Mazinger with heavier armor and deadlier attacks.
3579|X² is basically a short prequel to the theatrical X film. It consists of four music videos. The first three are merely stills of CLAMP's pre-1994 X artwork, but the fourth is animated by Madhouse. Being the only music video that contains actual plot, the fourth video introduces some of the major characters and quickly lashes through the first few X manga (equivalent to X TV series episodes 1-3) which take place before the theatrical movie.
